transaction_id,customer_id,product_id,product_name,category,price,quantity,discount,date,region,sale_date,total_value,discount_amount,revenue_tier
T0224,C086,P04,Keyboard,Accessories,49.9,1,0.05,2023/03/23 00:00:00,North,2023-03-23,47.4,2.5,Basic
T0225,C019,P03,Monitor,Electronics,299.5,5,0.1,2023/12/06 00:00:00,West,2023-12-06,1347.75,149.75,Standard
T0226,C049,P06,Chair,Furniture,249.0,4,0.05,2023-04-29T00:00:00Z,South,2023-04-29,946.2,49.8,Standard
T0227,C028,P02,Mouse,Accessories,19.99,10,0.15,2023-09-17,South,2023-09-17,169.91,29.98,Basic
T0228,C060,P02,Mouse,Accessories,19.99,2,0.1,2023-11-09T00:00:00Z,South,2023-11-09,35.98,4.0,Basic
T0229,C063,P05,Desk,Furniture,189.0,1,0.0,2023/02/12 00:00:00,South,2023-02-12,189.0,0.0,Basic
T0230,C062,P05,Desk,Furniture,189.0,10,0.15,2023/04/27 00:00:00,West,2023-04-27,1606.5,283.5,Standard
T0231,C079,P05,Desk,Furniture,189.0,4,0.0,2023-05-26,East,2023-05-26,756.0,0.0,Standard
T0232,C024,P01,Laptop,Electronics,999.99,7,0.05,2023-10-16T00:00:00Z,East,2023-10-16,6649.93,350.0,Premium
T0233,C018,P04,Keyboard,Accessories,49.9,9,0.2,2023-02-04,North,2023-02-04,359.28,89.82,Basic
T0234,C044,P02,Mouse,Accessories,19.99,10,0.15,2023/03/26 00:00:00,West,2023-03-26,169.91,29.98,Basic
T0235,C089,P03,Monitor,Electronics,299.5,2,0.15,2023/02/18 00:00:00,East,2023-02-18,509.15,89.85,Standard
T0236,C059,P07,Webcam,Electronics,79.99,7,0.05,2023-05-05,South,2023-05-05,531.93,28.0,Standard
T0237,C016,P06,Chair,Furniture,249.0,1,0.2,2023-09-09T00:00:00Z,North,2023-09-09,199.2,49.8,Basic
T0238,C088,P03,Monitor,Electronics,299.5,9,0.2,2023/04/02 00:00:00,East,2023-04-02,2156.4,539.1,Premium
T0239,C034,P07,Webcam,Electronics,79.99,8,0.05,2023-03-13,North,2023-03-13,607.92,32.0,Standard
T0240,C024,P02,Mouse,Accessories,19.99,9,0.1,2023-12-01T00:00:00Z,South,2023-12-01,161.92,17.99,Basic
T0241,C061,P07,Webcam,Electronics,79.99,2,0.2,2023-11-09,West,2023-11-09,127.98,32.0,Basic
T0242,C031,P03,Monitor,Electronics,299.5,7,0.0,2023-07-09T00:00:00Z,East,2023-07-09,2096.5,0.0,Premium
T0243,C069,P04,Keyboard,Accessories,49.9,8,0.2,2023-05-19,West,2023-05-19,319.36,79.84,Basic
T0244,C067,P03,Monitor,Electronics,299.5,3,0.2,2023-03-07,North,2023-03-07,718.8,179.7,Standard
T0245,C079,P05,Desk,Furniture,189.0,7,0.05,2023/09/28 00:00:00,North,2023-09-28,1256.85,66.15,Standard
T0246,C064,P08,Headset,Accessories,59.99,2,0.0,2023-06-21T00:00:00Z,East,2023-06-21,119.98,0.0,Basic
T0247,C059,P08,Headset,Accessories,59.99,6,0.0,2023-06-16,North,2023-06-16,359.94,0.0,Basic
T0248,C044,P07,Webcam,Electronics,79.99,4,0.1,2023-10-27,West,2023-10-27,287.96,32.0,Basic
T0249,C079,P02,Mouse,Accessories,19.99,4,0.15,2023/08/18 00:00:00,East,2023-08-18,67.97,11.99,Basic
T0250,C067,P03,Monitor,Electronics,299.5,9,0.0,2023/04/11 00:00:00,East,2023-04-11,2695.5,0.0,Premium
T0251,C003,P06,Chair,Furniture,249.0,10,0.1,2023-05-14T00:00:00Z,South,2023-05-14,2241.0,249.0,Premium
T0252,C028,P08,Headset,Accessories,59.99,1,0.05,2023-07-30,North,2023-07-30,56.99,3.0,Basic
T0253,C052,P06,Chair,Furniture,249.0,6,0.0,2023/11/01 00:00:00,North,2023-11-01,1494.0,0.0,Standard
T0254,C015,P03,Monitor,Electronics,299.5,7,0.1,2023-04-05T00:00:00Z,South,2023-04-05,1886.85,209.65,Standard
T0255,C009,P02,Mouse,Accessories,19.99,4,0.0,2023/10/17 00:00:00,East,2023-10-17,79.96,0.0,Basic
T0256,C017,P04,Keyboard,Accessories,49.9,2,0.1,2023-07-17,East,2023-07-17,89.82,9.98,Basic
T0257,C058,P03,Monitor,Electronics,299.5,2,0.15,2023-05-29T00:00:00Z,East,2023-05-29,509.15,89.85,Standard
T0259,C006,P03,Monitor,Electronics,299.5,9,0.15,2023-12-18T00:00:00Z,West,2023-12-18,2291.17,404.32,Premium
T0260,C015,P04,Keyboard,Accessories,49.9,4,0.0,2023-07-24,West,2023-07-24,199.6,0.0,Basic
T0262,C041,P04,Keyboard,Accessories,49.9,1,0.05,2023/12/23 00:00:00,North,2023-12-23,47.4,2.5,Basic
T0263,C071,P05,Desk,Furniture,189.0,4,0.2,2023-06-21T00:00:00Z,North,2023-06-21,604.8,151.2,Standard
T0264,C024,P07,Webcam,Electronics,79.99,9,0.15,2023-11-08,West,2023-11-08,611.92,107.99,Standard
T0265,C080,P02,Mouse,Accessories,19.99,8,0.1,2023-10-28,North,2023-10-28,143.93,15.99,Basic
T0267,C046,P07,Webcam,Electronics,79.99,10,0.05,2023-11-15T00:00:00Z,South,2023-11-15,759.9,40.0,Standard
T0268,C037,P02,Mouse,Accessories,19.99,6,0.15,2023-06-29T00:00:00Z,East,2023-06-29,101.95,17.99,Basic
T0269,C028,P01,Laptop,Electronics,999.99,2,0.0,2023-08-17T00:00:00Z,South,2023-08-17,1999.98,0.0,Standard
T0270,C095,P07,Webcam,Electronics,79.99,9,0.2,2023-10-17,West,2023-10-17,575.93,143.98,Standard
T0271,C088,P08,Headset,Accessories,59.99,8,0.05,2023-12-16,West,2023-12-16,455.92,24.0,Basic
T0272,C040,P08,Headset,Accessories,59.99,10,0.0,2023/09/06 00:00:00,East,2023-09-06,599.9,0.0,Standard
T0273,UNKNOWN,P01,Laptop,Electronics,999.99,10,0.15,2023/10/29 00:00:00,West,2023-10-29,8499.91,1499.98,Premium
T0274,C079,P07,Webcam,Electronics,79.99,7,0.05,2023-10-03,West,2023-10-03,531.93,28.0,Standard
T0275,C085,P03,Monitor,Electronics,299.5,6,0.0,2023-08-31,North,2023-08-31,1797.0,0.0,Standard
T0276,C032,P08,Headset,Accessories,59.99,8,0.0,2023-09-17T00:00:00Z,South,2023-09-17,479.92,0.0,Basic
T0277,C084,P03,Monitor,Electronics,299.5,5,0.1,2023/10/16 00:00:00,West,2023-10-16,1347.75,149.75,Standard
T0278,C056,P03,Monitor,Electronics,299.5,7,0.2,2023-04-01,South,2023-04-01,1677.2,419.3,Standard
T0279,C021,P03,Monitor,Electronics,299.5,8,0.2,2023/05/27 00:00:00,North,2023-05-27,1916.8,479.2,Standard
T0280,C090,P03,Monitor,Electronics,299.5,5,0.1,2023-02-17,East,2023-02-17,1347.75,149.75,Standard
T0281,C019,P04,Keyboard,Accessories,49.9,8,0.15,2023-06-12,South,2023-06-12,339.32,59.88,Basic
T0282,C049,P04,Keyboard,Accessories,49.9,9,0.1,2023-05-20T00:00:00Z,East,2023-05-20,404.19,44.91,Basic
T0283,C021,P05,Desk,Furniture,189.0,3,0.1,2023-10-24T00:00:00Z,North,2023-10-24,510.3,56.7,Standard
T0284,C011,P02,Mouse,Accessories,19.99,8,0.05,2023/11/04 00:00:00,North,2023-11-04,151.92,8.0,Basic
T0285,C060,P01,Laptop,Electronics,999.99,8,0.05,2023-05-22,East,2023-05-22,7599.92,400.0,Premium
T0286,C025,P06,Chair,Furniture,249.0,1,0.0,2023-10-01T00:00:00Z,South,2023-10-01,249.0,0.0,Basic
T0287,C044,P08,Headset,Accessories,59.99,1,0.2,2023-09-19,North,2023-09-19,47.99,12.0,Basic
T0288,C065,P01,Laptop,Electronics,999.99,7,0.1,2023-09-06T00:00:00Z,North,2023-09-06,6299.94,699.99,Premium
T0290,C097,P08,Headset,Accessories,59.99,5,0.1,2023-12-03,South,2023-12-03,269.96,30.0,Basic
T0291,C092,P01,Laptop,Electronics,999.99,7,0.05,2023-08-05,North,2023-08-05,6649.93,350.0,Premium
T0292,C031,P08,Headset,Accessories,59.99,7,0.05,2023/07/27 00:00:00,North,2023-07-27,398.93,21.0,Basic
T0293,C023,P02,Mouse,Accessories,19.99,10,0.0,2023-06-08,North,2023-06-08,199.9,0.0,Basic
T0294,C098,P01,Laptop,Electronics,999.99,9,0.1,2023-12-24T00:00:00Z,West,2023-12-24,8099.92,899.99,Premium
T0295,C026,P08,Headset,Accessories,59.99,9,0.2,2023/01/01 00:00:00,North,2023-01-01,431.93,107.98,Basic
T0296,C049,P01,Laptop,Electronics,999.99,8,0.2,2023-07-04,South,2023-07-04,6399.94,1599.98,Premium
T0297,C092,P07,Webcam,Electronics,79.99,8,0.05,2023-04-03T00:00:00Z,North,2023-04-03,607.92,32.0,Standard
T0298,C059,P08,Headset,Accessories,59.99,9,0.2,2023-06-24,North,2023-06-24,431.93,107.98,Basic
T0299,C073,P03,Monitor,Electronics,299.5,5,0.2,2023/10/18 00:00:00,East,2023-10-18,1198.0,299.5,Standard
T0300,C032,P01,Laptop,Electronics,999.99,9,0.0,2023-02-06,East,2023-02-06,8999.91,0.0,Premium
T0301,C088,P06,Chair,Furniture,249.0,7,0.05,2023-10-07T00:00:00Z,North,2023-10-07,1655.85,87.15,Standard
T0302,C081,P01,Laptop,Electronics,999.99,1,0.05,2023/12/03 00:00:00,South,2023-12-03,949.99,50.0,Standard
T0303,C035,P07,Webcam,Electronics,79.99,3,0.0,2023/07/31 00:00:00,West,2023-07-31,239.97,0.0,Basic
T0304,C080,P01,Laptop,Electronics,999.99,2,0.2,2023/05/13 00:00:00,East,2023-05-13,1599.98,400.0,Standard
T0305,C010,P07,Webcam,Electronics,79.99,7,0.15,2023-07-08T00:00:00Z,West,2023-07-08,475.94,83.99,Basic
T0306,C052,P05,Desk,Furniture,189.0,8,0.0,2023-11-08,South,2023-11-08,1512.0,0.0,Standard
T0307,C067,P03,Monitor,Electronics,299.5,9,0.0,2023/06/30 00:00:00,North,2023-06-30,2695.5,0.0,Premium
T0308,C083,P06,Chair,Furniture,249.0,5,0.2,2023-02-21T00:00:00Z,East,2023-02-21,996.0,249.0,Standard
T0309,C096,P05,Desk,Furniture,189.0,1,0.0,2023/02/14 00:00:00,South,2023-02-14,189.0,0.0,Basic
T0310,C019,P06,Chair,Furniture,249.0,1,0.15,2023/10/06 00:00:00,West,2023-10-06,211.65,37.35,Basic
T0311,C052,P07,Webcam,Electronics,79.99,10,0.1,2023-09-17T00:00:00Z,South,2023-09-17,719.91,79.99,Standard
T0312,C046,P06,Chair,Furniture,249.0,9,0.0,2023/05/19 00:00:00,South,2023-05-19,2241.0,0.0,Premium
T0313,C034,P01,Laptop,Electronics,999.99,10,0.05,2023-12-18,South,2023-12-18,9499.9,500.0,Premium
T0314,C099,P08,Headset,Accessories,59.99,2,0.05,2023-04-07T00:00:00Z,East,2023-04-07,113.98,6.0,Basic
T0315,C077,P06,Chair,Furniture,249.0,7,0.0,2023-10-26,South,2023-10-26,1743.0,0.0,Standard
T0316,C005,P06,Chair,Furniture,249.0,1,0.0,2023-08-25,North,2023-08-25,249.0,0.0,Basic
T0317,C061,P03,Monitor,Electronics,299.5,6,0.2,2023-03-01T00:00:00Z,East,2023-03-01,1437.6,359.4,Standard
T0318,C080,P01,Laptop,Electronics,999.99,5,0.0,2023-09-14T00:00:00Z,South,2023-09-14,4999.95,0.0,Premium
T0319,C072,P05,Desk,Furniture,189.0,3,0.2,2023/07/06 00:00:00,North,2023-07-06,453.6,113.4,Basic
T0320,C041,P03,Monitor,Electronics,299.5,8,0.15,2023/10/23 00:00:00,East,2023-10-23,2036.6,359.4,Premium
T0321,C005,P08,Headset,Accessories,59.99,5,0.1,2023/12/12 00:00:00,North,2023-12-12,269.96,30.0,Basic
T0322,C031,P08,Headset,Accessories,59.99,4,0.05,2023/04/18 00:00:00,West,2023-04-18,227.96,12.0,Basic
T0323,C060,P06,Chair,Furniture,249.0,7,0.2,2023/11/08 00:00:00,South,2023-11-08,1394.4,348.6,Standard
T0324,C087,P04,Keyboard,Accessories,49.9,6,0.0,2023-01-05T00:00:00Z,West,2023-01-05,299.4,0.0,Basic
T0325,C021,P07,Webcam,Electronics,79.99,5,0.0,2023-11-27T00:00:00Z,North,2023-11-27,399.95,0.0,Basic
T0326,C022,P03,Monitor,Electronics,299.5,3,0.15,2023-02-20T00:00:00Z,West,2023-02-20,763.72,134.78,Standard
T0327,C074,P07,Webcam,Electronics,79.99,7,0.2,2023-08-15,East,2023-08-15,447.94,111.99,Basic
T0328,C013,P01,Laptop,Electronics,999.99,7,0.05,2023-09-27T00:00:00Z,North,2023-09-27,6649.93,350.0,Premium
T0329,C043,P01,Laptop,Electronics,999.99,7,0.0,2023-01-01,East,2023-01-01,6999.93,0.0,Premium
T0330,C086,P03,Monitor,Electronics,299.5,8,0.0,2023-02-06,South,2023-02-06,2396.0,0.0,Premium
T0331,C080,P03,Monitor,Electronics,299.5,3,0.2,2023/08/14 00:00:00,South,2023-08-14,718.8,179.7,Standard
T0332,UNKNOWN,P06,Chair,Furniture,249.0,1,0.15,2023-12-25T00:00:00Z,South,2023-12-25,211.65,37.35,Basic
T0333,C030,P01,Laptop,Electronics,999.99,2,0.05,2023-02-08T00:00:00Z,East,2023-02-08,1899.98,100.0,Standard
T0334,C065,P03,Monitor,Electronics,299.5,1,0.2,2023-08-27T00:00:00Z,South,2023-08-27,239.6,59.9,Basic
T0335,C068,P07,Webcam,Electronics,79.99,4,0.1,2023/08/12 00:00:00,West,2023-08-12,287.96,32.0,Basic
T0336,C080,P07,Webcam,Electronics,79.99,3,0.0,2023-09-07T00:00:00Z,West,2023-09-07,239.97,0.0,Basic
T0337,UNKNOWN,P03,Monitor,Electronics,299.5,1,0.05,2023-06-03,North,2023-06-03,284.52,14.98,Basic
T0338,C044,P04,Keyboard,Accessories,49.9,1,0.0,2023-11-27T00:00:00Z,West,2023-11-27,49.9,0.0,Basic
T0339,C035,P04,Keyboard,Accessories,49.9,3,0.2,2023/04/14 00:00:00,North,2023-04-14,119.76,29.94,Basic
T0340,C080,P04,Keyboard,Accessories,49.9,8,0.2,2023-01-18,South,2023-01-18,319.36,79.84,Basic
T0341,C099,P05,Desk,Furniture,189.0,6,0.0,2023-11-07,East,2023-11-07,1134.0,0.0,Standard
T0342,C044,P04,Keyboard,Accessories,49.9,4,0.0,2023-03-21,South,2023-03-21,199.6,0.0,Basic
T0343,C032,P05,Desk,Furniture,189.0,9,0.0,2023-10-14,East,2023-10-14,1701.0,0.0,Standard
T0345,C019,P08,Headset,Accessories,59.99,1,0.0,2023-10-10,East,2023-10-10,59.99,0.0,Basic
T0346,C008,P08,Headset,Accessories,59.99,10,0.0,2023-05-01T00:00:00Z,North,2023-05-01,599.9,0.0,Standard
T0347,C004,P06,Chair,Furniture,249.0,9,0.0,2023-10-28,West,2023-10-28,2241.0,0.0,Premium
T0348,C036,P05,Desk,Furniture,189.0,2,0.05,2023/08/07 00:00:00,South,2023-08-07,359.1,18.9,Basic
T0349,C055,P05,Desk,Furniture,189.0,2,0.2,2023-11-29T00:00:00Z,North,2023-11-29,302.4,75.6,Basic
T0350,C014,P04,Keyboard,Accessories,49.9,8,0.15,2023-06-18,East,2023-06-18,339.32,59.88,Basic
T0351,C053,P03,Monitor,Electronics,299.5,10,0.0,2023/02/15 00:00:00,North,2023-02-15,2995.0,0.0,Premium
T0352,C071,P05,Desk,Furniture,189.0,10,0.0,2023-12-08T00:00:00Z,North,2023-12-08,1890.0,0.0,Standard
T0353,C087,P04,Keyboard,Accessories,49.9,2,0.0,2023/06/29 00:00:00,East,2023-06-29,99.8,0.0,Basic
T0354,C029,P03,Monitor,Electronics,299.5,4,0.05,2023/01/14 00:00:00,South,2023-01-14,1138.1,59.9,Standard
T0355,C059,P08,Headset,Accessories,59.99,8,0.2,2023-12-09,North,2023-12-09,383.94,95.98,Basic
T0356,C053,P06,Chair,Furniture,249.0,9,0.05,2023-10-16,West,2023-10-16,2128.95,112.05,Premium
T0357,C042,P05,Desk,Furniture,189.0,6,0.15,2023-06-05,East,2023-06-05,963.9,170.1,Standard
T0358,C078,P07,Webcam,Electronics,79.99,5,0.0,2023-11-11,West,2023-11-11,399.95,0.0,Basic
T0359,C005,P08,Headset,Accessories,59.99,2,0.15,2023/11/16 00:00:00,North,2023-11-16,101.98,18.0,Basic
T0360,C063,P05,Desk,Furniture,189.0,3,0.1,2023-03-04T00:00:00Z,West,2023-03-04,510.3,56.7,Standard
T0361,C016,P05,Desk,Furniture,189.0,5,0.1,2023/08/25 00:00:00,North,2023-08-25,850.5,94.5,Standard
T0362,C001,P08,Headset,Accessories,59.99,9,0.15,2023-01-05,North,2023-01-05,458.92,80.99,Basic
T0363,C048,P02,Mouse,Accessories,19.99,6,0.0,2023-09-22,South,2023-09-22,119.94,0.0,Basic
T0364,UNKNOWN,P01,Laptop,Electronics,999.99,9,0.0,2023-01-02T00:00:00Z,West,2023-01-02,8999.91,0.0,Premium
T0365,C057,P06,Chair,Furniture,249.0,6,0.05,2023-09-04T00:00:00Z,North,2023-09-04,1419.3,74.7,Standard
T0366,C060,P08,Headset,Accessories,59.99,6,0.05,2023/07/28 00:00:00,North,2023-07-28,341.94,18.0,Basic
T0367,C001,P04,Keyboard,Accessories,49.9,1,0.2,2023/12/21 00:00:00,South,2023-12-21,39.92,9.98,Basic
T0368,C088,P07,Webcam,Electronics,79.99,8,0.1,2023/06/12 00:00:00,West,2023-06-12,575.93,63.99,Standard
T0369,C040,P05,Desk,Furniture,189.0,10,0.05,2023-04-28,North,2023-04-28,1795.5,94.5,Standard
T0370,C094,P07,Webcam,Electronics,79.99,3,0.15,2023-01-18,South,2023-01-18,203.97,36.0,Basic
T0371,C009,P04,Keyboard,Accessories,49.9,2,0.15,2023/01/10 00:00:00,East,2023-01-10,84.83,14.97,Basic
T0372,C071,P07,Webcam,Electronics,79.99,8,0.0,2023-02-03,West,2023-02-03,639.92,0.0,Standard
T0373,C099,P01,Laptop,Electronics,999.99,1,0.2,2023-12-29T00:00:00Z,East,2023-12-29,799.99,200.0,Standard
T0374,C091,P03,Monitor,Electronics,299.5,5,0.15,2023-09-14,East,2023-09-14,1272.88,224.62,Standard
T0375,C078,P03,Monitor,Electronics,299.5,9,0.0,2023-11-10,West,2023-11-10,2695.5,0.0,Premium
T0376,C042,P06,Chair,Furniture,249.0,10,0.0,2023/06/23 00:00:00,South,2023-06-23,2490.0,0.0,Premium
T0377,C028,P04,Keyboard,Accessories,49.9,2,0.1,2023-01-03T00:00:00Z,South,2023-01-03,89.82,9.98,Basic
T0378,C077,P06,Chair,Furniture,249.0,7,0.05,2023-10-05T00:00:00Z,West,2023-10-05,1655.85,87.15,Standard
T0379,C002,P06,Chair,Furniture,249.0,1,0.15,2023-05-25,North,2023-05-25,211.65,37.35,Basic
T0380,C034,P06,Chair,Furniture,249.0,4,0.05,2023/06/20 00:00:00,East,2023-06-20,946.2,49.8,Standard
T0381,C039,P02,Mouse,Accessories,19.99,10,0.2,2023/12/05 00:00:00,East,2023-12-05,159.92,39.98,Basic
T0382,C004,P02,Mouse,Accessories,19.99,4,0.0,2023-09-21T00:00:00Z,South,2023-09-21,79.96,0.0,Basic
T0383,C049,P07,Webcam,Electronics,79.99,2,0.15,2023-10-22,East,2023-10-22,135.98,24.0,Basic
T0384,C017,P05,Desk,Furniture,189.0,8,0.15,2023-11-22,South,2023-11-22,1285.2,226.8,Standard
T0385,C056,P03,Monitor,Electronics,299.5,9,0.15,2023-09-06T00:00:00Z,North,2023-09-06,2291.17,404.32,Premium
T0386,C056,P04,Keyboard,Accessories,49.9,10,0.1,2023/07/30 00:00:00,South,2023-07-30,449.1,49.9,Basic
T0387,C018,P03,Monitor,Electronics,299.5,8,0.15,2023-10-13,North,2023-10-13,2036.6,359.4,Premium
T0388,C073,P01,Laptop,Electronics,999.99,3,0.15,2023/08/24 00:00:00,South,2023-08-24,2549.97,450.0,Premium
T0389,C004,P05,Desk,Furniture,189.0,8,0.05,2023-07-01T00:00:00Z,East,2023-07-01,1436.4,75.6,Standard
T0390,C072,P01,Laptop,Electronics,999.99,5,0.0,2023-08-26T00:00:00Z,West,2023-08-26,4999.95,0.0,Premium
T0391,C025,P07,Webcam,Electronics,79.99,4,0.2,2023/05/20 00:00:00,South,2023-05-20,255.97,63.99,Basic
T0392,C026,P08,Headset,Accessories,59.99,5,0.15,2023-11-11T00:00:00Z,North,2023-11-11,254.96,44.99,Basic
T0393,C031,P03,Monitor,Electronics,299.5,8,0.0,2023-08-26,East,2023-08-26,2396.0,0.0,Premium
T0394,C062,P07,Webcam,Electronics,79.99,4,0.0,2023/05/28 00:00:00,West,2023-05-28,319.96,0.0,Basic
T0395,C008,P01,Laptop,Electronics,999.99,8,0.15,2023-07-28,West,2023-07-28,6799.93,1199.99,Premium
T0396,C042,P04,Keyboard,Accessories,49.9,3,0.0,2023-12-12,East,2023-12-12,149.7,0.0,Basic
T0397,C027,P08,Headset,Accessories,59.99,2,0.1,2023-09-16T00:00:00Z,South,2023-09-16,107.98,12.0,Basic
T0398,C061,P03,Monitor,Electronics,299.5,8,0.05,2023/10/06 00:00:00,East,2023-10-06,2276.2,119.8,Premium
T0399,C049,P03,Monitor,Electronics,299.5,4,0.05,2023/09/05 00:00:00,West,2023-09-05,1138.1,59.9,Standard
T0400,C020,P04,Keyboard,Accessories,49.9,3,0.0,2023-11-09,North,2023-11-09,149.7,0.0,Basic
T0401,C043,P08,Headset,Accessories,59.99,9,0.2,2023-12-30T00:00:00Z,North,2023-12-30,431.93,107.98,Basic
T0402,C079,P05,Desk,Furniture,189.0,7,0.05,2023-11-23T00:00:00Z,North,2023-11-23,1256.85,66.15,Standard
T0403,C069,P04,Keyboard,Accessories,49.9,1,0.1,2023-04-01,East,2023-04-01,44.91,4.99,Basic
T0404,C019,P02,Mouse,Accessories,19.99,10,0.05,2023-12-09T00:00:00Z,South,2023-12-09,189.9,9.99,Basic
T0405,C091,P02,Mouse,Accessories,19.99,8,0.2,2023-09-16,North,2023-09-16,127.94,31.98,Basic
T0406,C036,P04,Keyboard,Accessories,49.9,8,0.15,2023-07-28T00:00:00Z,West,2023-07-28,339.32,59.88,Basic
T0407,C008,P08,Headset,Accessories,59.99,1,0.05,2023-02-20,South,2023-02-20,56.99,3.0,Basic
T0408,C011,P02,Mouse,Accessories,19.99,10,0.0,2023-12-22,South,2023-12-22,199.9,0.0,Basic
T0410,C022,P08,Headset,Accessories,59.99,1,0.2,2023-05-30T00:00:00Z,North,2023-05-30,47.99,12.0,Basic
T0411,C058,P03,Monitor,Electronics,299.5,10,0.1,2023/09/01 00:00:00,East,2023-09-01,2695.5,299.5,Premium
T0412,C092,P01,Laptop,Electronics,999.99,7,0.1,2023-07-23T00:00:00Z,North,2023-07-23,6299.94,699.99,Premium
T0413,C026,P08,Headset,Accessories,59.99,1,0.0,2023-07-30T00:00:00Z,North,2023-07-30,59.99,0.0,Basic
T0414,C046,P06,Chair,Furniture,249.0,2,0.1,2023/07/14 00:00:00,West,2023-07-14,448.2,49.8,Basic
T0415,C045,P06,Chair,Furniture,249.0,1,0.2,2023/10/04 00:00:00,East,2023-10-04,199.2,49.8,Basic
T0416,C005,P02,Mouse,Accessories,19.99,7,0.1,2023/03/15 00:00:00,East,2023-03-15,125.94,13.99,Basic
T0417,C086,P06,Chair,Furniture,249.0,9,0.1,2023-04-05,West,2023-04-05,2016.9,224.1,Premium
T0418,C085,P06,Chair,Furniture,249.0,7,0.2,2023-06-18T00:00:00Z,North,2023-06-18,1394.4,348.6,Standard
T0419,C053,P08,Headset,Accessories,59.99,5,0.0,2023/03/11 00:00:00,North,2023-03-11,299.95,0.0,Basic
T0420,C068,P05,Desk,Furniture,189.0,4,0.05,2023/06/13 00:00:00,East,2023-06-13,718.2,37.8,Standard
T0421,C044,P05,Desk,Furniture,189.0,3,0.0,2023-06-17,North,2023-06-17,567.0,0.0,Standard
T0422,C077,P06,Chair,Furniture,249.0,7,0.0,2023-08-27,West,2023-08-27,1743.0,0.0,Standard
T0423,C003,P01,Laptop,Electronics,999.99,2,0.0,2023-04-25,South,2023-04-25,1999.98,0.0,Standard
T0424,C051,P01,Laptop,Electronics,999.99,8,0.05,2023-08-02,West,2023-08-02,7599.92,400.0,Premium
T0425,C062,P02,Mouse,Accessories,19.99,8,0.05,2023-10-08,East,2023-10-08,151.92,8.0,Basic
T0426,C020,P01,Laptop,Electronics,999.99,10,0.0,2023/03/26 00:00:00,South,2023-03-26,9999.9,0.0,Premium
T0427,C006,P06,Chair,Furniture,249.0,7,0.0,2023/08/26 00:00:00,East,2023-08-26,1743.0,0.0,Standard
T0428,C061,P04,Keyboard,Accessories,49.9,4,0.1,2023-09-21,North,2023-09-21,179.64,19.96,Basic
T0429,C043,P04,Keyboard,Accessories,49.9,7,0.1,2023/06/04 00:00:00,West,2023-06-04,314.37,34.93,Basic
T0430,C047,P08,Headset,Accessories,59.99,2,0.1,2023-05-29,North,2023-05-29,107.98,12.0,Basic
T0431,C021,P05,Desk,Furniture,189.0,1,0.1,2023-10-01T00:00:00Z,South,2023-10-01,170.1,18.9,Basic
T0432,C028,P05,Desk,Furniture,189.0,9,0.2,2023/10/23 00:00:00,South,2023-10-23,1360.8,340.2,Standard
T0433,C063,P07,Webcam,Electronics,79.99,4,0.2,2023/06/09 00:00:00,North,2023-06-09,255.97,63.99,Basic
T0434,C096,P06,Chair,Furniture,249.0,5,0.05,2023-07-04,South,2023-07-04,1182.75,62.25,Standard
T0435,C040,P02,Mouse,Accessories,19.99,4,0.05,2023-01-07T00:00:00Z,West,2023-01-07,75.96,4.0,Basic
T0436,C067,P03,Monitor,Electronics,299.5,2,0.1,2023-06-21T00:00:00Z,East,2023-06-21,539.1,59.9,Standard
T0437,C073,P07,Webcam,Electronics,79.99,2,0.1,2023-02-09,North,2023-02-09,143.98,16.0,Basic
T0438,C015,P01,Laptop,Electronics,999.99,4,0.0,2023-05-21T00:00:00Z,South,2023-05-21,3999.96,0.0,Premium
T0439,C001,P08,Headset,Accessories,59.99,4,0.1,2023-08-18T00:00:00Z,West,2023-08-18,215.96,24.0,Basic
T0440,C021,P06,Chair,Furniture,249.0,10,0.2,2023-08-25,South,2023-08-25,1992.0,498.0,Standard
T0441,C005,P07,Webcam,Electronics,79.99,10,0.15,2023-11-05T00:00:00Z,North,2023-11-05,679.92,119.98,Standard
T0442,C008,P07,Webcam,Electronics,79.99,5,0.0,2023/05/30 00:00:00,East,2023-05-30,399.95,0.0,Basic
T0443,C021,P02,Mouse,Accessories,19.99,8,0.0,2023-09-22,South,2023-09-22,159.92,0.0,Basic
T0444,C037,P02,Mouse,Accessories,19.99,6,0.15,2023-08-01T00:00:00Z,North,2023-08-01,101.95,17.99,Basic
T0445,C064,P02,Mouse,Accessories,19.99,3,0.2,2023-07-15,South,2023-07-15,47.98,11.99,Basic
T0446,UNKNOWN,P05,Desk,Furniture,189.0,1,0.2,2023-09-19T00:00:00Z,West,2023-09-19,151.2,37.8,Basic
T0447,C008,P07,Webcam,Electronics,79.99,10,0.0,2023-04-16,North,2023-04-16,799.9,0.0,Standard
T0448,C055,P08,Headset,Accessories,59.99,5,0.2,2023/01/01 00:00:00,East,2023-01-01,239.96,59.99,Basic
T0449,C029,P03,Monitor,Electronics,299.5,1,0.15,2023/06/05 00:00:00,South,2023-06-05,254.58,44.92,Basic
T0450,C093,P01,Laptop,Electronics,999.99,2,0.0,2023-09-28T00:00:00Z,East,2023-09-28,1999.98,0.0,Standard
T0451,C077,P02,Mouse,Accessories,19.99,10,0.0,2023/01/13 00:00:00,North,2023-01-13,199.9,0.0,Basic
